BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,DOI
6,9781450356381,Yi2018,"Yi, Jooyong; Tan, Shin Hwei; Mechtaev, Sergey; B\""{o}hme, Marcel; Roychoudhury, Abhik",A Correlation Study between Automated Program Repair and Test-Suite Metrics,,,,,24,2018,"New York, NY, USA",,https://doi.org/10.1145/3180155.3182517,Proceedings of the 40th International Conference on Software Engineering,,,ICSE '18,,Association for Computing Machinery,,,,,,,"Automated program repair has attracted attention due to its potential to reduce debugging cost. Prior works show the feasibility of automated repair, and the research focus is gradually shifting towards the quality of generated patches. One promising direction is to control the quality of generated patches by controlling the quality of test-suites used. In this paper, 1we investigate the question: ""Can traditional test-suite metrics used in software testing be used for automated program repair?"". We empirically investigate the effectiveness of test-suite metrics (statement / branch coverage and mutation score) in controlling the reliability of repairs (the likelihood that repairs cause regressions). We conduct the largest-scale experiments to date with real-world software, and perform the first correlation study between test-suite metrics and the reliability of generated repairs. Our results show that by increasing test-suite metrics, the reliability of repairs tend to increase. Particularly, such trend is most strongly observed in statement coverage. This implies that traditional test-suite metrics used in software testing can also be used to improve the reliability of repairs in program repair.",,,,,10.1145/3180155.3182517
10,,Zhu2018,"Zhu, Q.; Zaidman, A.",Mutation testing for physical computing,"Proceedings - 2018 IEEE 18th International Conference on Software Quality, Reliability, and Security, QRS 2018",,,,289-300,2018,,cited By 1,https://doi.org/10.1109/QRS.2018.00042,,,,,,,,,,,,,"Physical computing, which builds interactive systems between the physical world and computers, has been widely used in a wide variety of domains and applications, e.g., the Internet of Things (IoT). Although physical computing has witnessed enormous realisations, testing these physical computing systems still face many challenges, such as potential circuit related bugs which are not part of the software problems, the timing issue which decreasing the testability, etc.; therefore, we proposed a mutation testing approach for physical computing systems to enable engineers to judge the quality of their tests in a more accurate way. The main focus is the communication between the software and peripherals. More particular, we first defined a set of mutation operators based on the common communication errors between the software and peripherals that could happen in the software. We conducted a preliminary experiment on nine physical computing projects based on the Raspberry Pi and Arduino platforms. The results show that our mutation testing method can assess the test suite quality effectively in terms of weakness and inadequacy. © 2018 IEEE.",,"Computer software selection and evaluation; Internet of things; Program debugging; Software reliability; Testing, Arduino platforms; Communication errors; Interactive system; Internet of thing (IOT); Mutation operators; Physical computing; Physical computing systems; Software problems, Software testing",,,10.1109/QRS.2018.00042
6,9781450371452,Ardito2019,"Ardito, Luca; Coppola, Riccardo; Morisio, Maurizio; Torchiano, Marco",Espresso vs. EyeAutomate: An Experiment for the Comparison of Two Generations of Android GUI Testing,,,,,13–22,2019,"New York, NY, USA",,https://doi.org/10.1145/3319008.3319022,Proceedings of the Evaluation and Assessment on Software Engineering,,,EASE '19,,Association for Computing Machinery,,,,,,,"Context: Different approaches exist for automated GUI testing of Android applications, each with its peculiarities, advantages, and drawbacks. The most common are either based on the structure of the GUI or use visual recognition.Goal: In this paper, we present an empirical evaluation of two different GUI testing techniques with the use for each of a representative tool: (1) Visual GUI testing, with the use of EyeAutomate, and (2) Layout-based GUI testing, with the use of Espresso.Method: We conducted an experiment with a population of 78 graduate students. The participants of the study were asked to create the same test suite for a popular, open-source Android app (Omni-Notes) with both the tools, and to answer a survey about their preference to the one or the other, and the perceived difficulties when developing the test scripts.Results: By analyzing the outcomes of the delivered test suites (in terms of number of test scripts delivered and ratio of working ones) and the answers to the survey, we found that the participants showed similar productivity with both the tools, but the test suites developed with EyeAutomate were of higher quality (in terms of correctly working test scripts). The participants expressed a slight preference towards the EyeAutomate testing tool, reflecting a general complexity of Layout-based techniques -- represented by Espresso -- and some obstacles that may make the identification of components of the GUI quite a long and laborious task.Conclusions: The evidence we collected can provide useful hints for researchers aiming at making GUI testing techniques for mobile applications more usable and effective.",,"Mobile computing, Software Testing, Empirical Software Engineering",,,10.1145/3319008.3319022
7,,Bertolino2019,"Bertolino, Antonia; Angelis, Guglielmo De; Gallego, Micael; Garc\'{\i}a, Boni; Gort\'{a}zar, Francisco; Lonetti, Francesca; Marchetti, Eda",A Systematic Review on Cloud Testing,ACM Comput. Surv.,52,5,September,,2019,"New York, NY, USA",,https://doi.org/10.1145/3331447,,,,,,Association for Computing Machinery,,,,,,,"A systematic literature review is presented that surveyed the topic of cloud testing over the period 2012--2017. Cloud testing can refer either to testing cloud-based systems (testing of the cloud) or to leveraging the cloud for testing purposes (testing in the cloud): both approaches (and their combination into testing of the cloud in the cloud) have drawn research interest. An extensive paper search was conducted by both automated query of popular digital libraries and snowballing, which resulted in the final selection of 147 primary studies. Along the survey, a framework has been incrementally derived that classifies cloud testing research among six main areas and their topics. The article includes a detailed analysis of the selected primary studies to identify trends and gaps, as well as an extensive report of the state-of-the-art as it emerges by answering the identified Research Questions. We find that cloud testing is an active research field, although not all topics have received enough attention and conclude by presenting the most relevant open research challenges for each area of the classification framework.",,"systematic literature review, testing, Cloud computing",,,10.1145/3331447
6,9781450355728,Chen2019,"Chen, Junjie; Han, Jiaqi; Sun, Peiyi; Zhang, Lingming; Hao, Dan; Zhang, Lu",Compiler Bug Isolation via Effective Witness Test Program Generation,,,,,223–234,2019,"New York, NY, USA",,https://doi.org/10.1145/3338906.3338957,Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,,ESEC/FSE 2019,,Association for Computing Machinery,,,,,,,"Compiler bugs are extremely harmful, but are notoriously difficult to debug because compiler bugs usually produce few debugging information. Given a bug-triggering test program for a compiler, hundreds of compiler files are usually involved during compilation, and thus are suspect buggy files. Although there are lots of automated bug isolation techniques, they are not applicable to compilers due to the scalability or effectiveness problem. To solve this problem, in this paper, we transform the compiler bug isolation problem into a search problem, i.e., searching for a set of effective witness test programs that are able to eliminate innocent compiler files from suspects. Based on this intuition, we propose an automated compiler bug isolation technique, DiWi, which (1) proposes a heuristic-based search strategy to generate such a set of effective witness test programs via applying our designed witnessing mutation rules to the given failing test program, and (2) compares their coverage to isolate bugs following the practice of spectrum-based bug isolation. The experimental results on 90 real bugs from popular GCC and LLVM compilers show that DiWi effectively isolates 66.67%/78.89% bugs within Top-10/Top-20 compiler files, significantly outperforming state-of-the-art bug isolation techniques.",,"Compiler Debugging, Bug Isolation, Test Program Generation",,,10.1145/3338906.3338957
6,9781450362245,Degott2019,"Degott, Christian; Borges Jr., Nataniel P.; Zeller, Andreas",Learning User Interface Element Interactions,,,,,296–306,2019,"New York, NY, USA",,https://doi.org/10.1145/3293882.3330569,Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis,,,ISSTA 2019,,Association for Computing Machinery,,,,,,,"When generating tests for graphical user interfaces, one central problem is to identify how individual UI elements can be interacted with—clicking, long- or right-clicking, swiping, dragging, typing, or more. We present an approach based on reinforcement learning that automatically learns which interactions can be used for which elements, and uses this information to guide test generation. We model the problem as an instance of the multi-armed bandit problem (MAB problem) from probability theory, and show how its traditional solutions work on test generation, with and without relying on previous knowledge. The resulting guidance yields higher coverage. In our evaluation, our approach shows improvements in statement coverage between 18% (when not using any previous knowledge) and 20% (when reusing previously generated models).",,"Android, Test generation, Multi-Armed Bandit problem, User interactions",,,10.1145/3293882.3330569
6,9781728125084,EscobarVelasquez2019,"Escobar-Velasquez, Camilo; Osorio-Ria\ {n}o, Michael; Linares-V\'{a}squez, Mario",MutAPK: Source-Codeless Mutant Generation for Android Apps,,,,,1090–1093,2019,"San Diego, California",,https://doi.org/10.1109/ASE.2019.00109,Proceedings of the 34th IEEE/ACM International Conference on Automated Software Engineering,,,ASE '19,,IEEE Press,,,,,,,"The amount of Android application is having a tremendous increasing trend, exerting pressure over practitioners and researchers around application quality, frequent releases, and quick fixing of bugs. This pressure leads practitioners to make usage of automated approaches based on using source-code as input. Nevertheless, third-party services are not able to use these approaches due to privacy factors. In this paper we present MutAPK, an open source mutation testing tool that enables the usage of Android Application Packages (APKs) as input for this task. MutAPK generates mutants without the need of having access to source code, because the mutations are done in an intermediate representation of the code (i.e., SMALI) that does not require compilation. MutAPK is publicly available at GitHub: https://bit.ly/2KYvgP9 VIDEO: https://bit.ly/2WOjiyy",,"closed-source apps, Android, mutation testing",,,10.1109/ASE.2019.00109
7,,Gergely2019,"Gergely, T.; Balogh, G.; Horváth, F.; Vancsics, B.; Beszédes, Á.; Gyimóthy, T.",Differences between a static and a dynamic test-to-code traceability recovery method,Software Quality Journal,27,2,,797-822,2019,,cited By 3,https://doi.org/10.1007/s11219-018-9430-x,,,,,,,,,,,,,"Recovering test-to-code traceability links may be required in virtually every phase of development. This task might seem simple for unit tests thanks to two fundamental unit testing guidelines: isolation (unit tests should exercise only a single unit) and separation (they should be placed next to this unit). However, practice shows that recovery may be challenging because the guidelines typically cannot be fully followed. Furthermore, previous works have already demonstrated that fully automatic test-to-code traceability recovery for unit tests is virtually impossible in a general case. In this work, we propose a semi-automatic method for this task, which is based on computing traceability links using static and dynamic approaches, comparing their results and presenting the discrepancies to the user, who will determine the final traceability links based on the differences and contextual information. We define a set of discrepancy patterns, which can help the user in this task. Additional outcomes of analyzing the discrepancies are structural unit testing issues and related refactoring suggestions. For the static test-to-code traceability, we rely on the physical code structure, while for the dynamic, we use code coverage information. In both cases, we compute combined test and code clusters which represent sets of mutually traceable elements. We also present an empirical study of the method involving 8 non-trivial open source Java systems. © 2018, The Author(s).",,"Codes (symbols); Open source software; Recovery; Software testing, Code coverage; Refactorings; Structural tests; Traceability links; Unit testing, Open systems",,,10.1007/s11219-018-9430-x
6,9781450362245,Ghanbari2019,"Ghanbari, Ali; Benton, Samuel; Zhang, Lingming",Practical Program Repair via Bytecode Mutation,,,,,19–30,2019,"New York, NY, USA",,https://doi.org/10.1145/3293882.3330559,Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis,,,ISSTA 2019,,Association for Computing Machinery,,,,,,,"Automated Program Repair (APR) is one of the most recent advances in automated debugging, and can directly fix buggy programs with minimal human intervention. Although various advanced APR techniques (including search-based or semantic-based ones) have been proposed, they mainly work at the source-code level and it is not clear how bytecode-level APR performs in practice. Also, empirical studies of the existing techniques on bugs beyond what has been reported in the original papers are rather limited. In this paper, we implement the first practical bytecode-level APR technique, PraPR, and present the first extensive study on fixing real-world bugs (e.g., Defects4J bugs) using JVM bytecode mutation. The experimental results show that surprisingly even PraPR with only the basic traditional mutators can produce genuine fixes for 17 bugs; with simple additional commonly used APR mutators, PraPR is able to produce genuine fixes for 43 bugs, significantly outperforming state-of-the-art APR, while being over 10X faster. Furthermore, we performed an extensive study of PraPR and other recent APR tools on a large number of additional real-world bugs, and demonstrated the overfitting problem of recent advanced APR tools for the first time. Lastly, PraPR has also successfully fixed bugs for other JVM languages (e.g., for the popular Kotlin language), indicating PraPR can greatly complement existing source-code-level APR.",,"Program repair, JVM bytecode, Fault localization, Mutation testing",,,10.1145/3293882.3330559
10,,Godio2019,"Godio, A.; Bengolea, V.; Ponzio, P.; Aguirre, N.; Frias, M. F.",Efficient test generation guided by field coverage criteria,"Proceedings - 2019 34th IEEE/ACM International Conference on Automated Software Engineering, ASE 2019",,,,91-101,2019,,cited By 0,https://doi.org/10.1109/ASE.2019.00019,,,,,,,,,,,,,"Field-exhaustive testing is a testing criterion suitable for object-oriented code over complex, heap-allocated, data structures. It requires test suites to contain enough test inputs to cover all feasible values for the object's fields within a certain scope (input-size bound). While previous work shows that field-exhaustive suites can be automatically generated, the generation technique required a formal specification of the inputs that can be subject to SAT-based analysis. Moreover, the restriction of producing all feasible values for inputs' fields makes test generation costly. In this paper, we deal with field coverage as testing criteria that measure the quality of a test suite in terms of coverage and mutation score, by examining to what extent the values of inputs' fields are covered. In particular, we consider field coverage in combination with test generation based on symbolic execution to produce underapproximations of field-exhaustive suites, using the Symbolic Pathfinder tool. To underapproximate these suites we use tranScoping, a technique that estimates characteristics of yet to be run analyses for large scopes, based on data obtained from analyses performed in small scopes. This provides us with a suitable condition to prematurely stop the symbolic execution. As we show, tranScoping different metrics regarding field coverage allows us to produce significantly smaller suites using a fraction of the generation time. All this while retaining the effectiveness of field exhaustive suites in terms of test suite quality. © 2019 IEEE.",,"Model checking; Object oriented programming, Automatically generated; Exhaustive testing; Generation techniques; Object-oriented code; Sat-based analysis; Suitable conditions; Symbolic execution; Transcoping, Testing",,,10.1109/ASE.2019.00019
7,,McMinn2019,"McMinn, P.; Wright, C. J.; McCurdy, C. J.; Kapfhammer, G. M.",Automatic Detection and Removal of Ineffective Mutants for the Mutation Analysis of Relational Database Schemas,IEEE Transactions on Software Engineering,45,5,,427-463,2019,,cited By 8,https://doi.org/10.1109/TSE.2017.2786286,,,,,,,,,,,,,"Data is one of an organization's most valuable and strategic assets. Testing the relational database schema, which protects the integrity of this data, is of paramount importance. Mutation analysis is a means of estimating the fault-finding strength of a test suite. As with program mutation, however, relational database schema mutation results in many ineffective mutants that both degrade test suite quality estimates and make mutation analysis more time consuming. This paper presents a taxonomy of ineffective mutants for relational database schemas, summarizing the root causes of ineffectiveness with a series of key patterns evident in database schemas. On the basis of these, we introduce algorithms that automatically detect and remove ineffective mutants. In an experimental study involving the mutation analysis of 34 schemas used with three popular relational database management systems-HyperSQL, PostgreSQL, and SQLite-the results show that our algorithms can identify and discard large numbers of ineffective mutants that can account for up to 24 percent of mutants, leading to a change in mutation score for 33 out of 34 schemas. The tests for seven schemas were found to achieve 100 percent scores, indicating that they were capable of detecting and killing all non-equivalent mutants. The results also reveal that the execution cost of mutation analysis may be significantly reduced, especially with heavyweight DBMSs like PostgreSQL. © 1976-2012 IEEE.",,"Computer software; Relational database systems; Software testing; Taxonomies; Testing, Algorithm design and analysis; Automatic Detection; Equivalent Mutants; Google; Mutation analysis; Relational Database; Relational database management systems; Relational database schemata, Quality control",,,10.1109/TSE.2017.2786286
6,9781728125084,Soto2019,"Soto, Mauricio",Improving Patch Quality by Enhancing Key Components of Automatic Program Repair,,,,,1230–1233,2019,"San Diego, California",,https://doi.org/10.1109/ASE.2019.00147,Proceedings of the 34th IEEE/ACM International Conference on Automated Software Engineering,,,ASE '19,,IEEE Press,,,,,,,"The error repair process in software systems is, historically, a resource-consuming task that relies heavily in developer manual effort. Automatic program repair approaches enable the repair of software with minimum human interaction, therefore, mitigating the burden from developers. However, a problem automatically generated patches commonly suffer is generating low-quality patches (which overfit to one program specification, thus not generalizing to an independent oracle evaluation). This work proposes a set of mechanisms to increase the quality of plausible patches including an analysis of test suite behavior and their key characteristics for automatic program repair, analyzing developer behavior to inform the mutation operator selection distribution, and a study of patch diversity as a means to create consolidated higher quality fixes.",,"patch quality, Automatic Program Repair",,,10.1109/ASE.2019.00147
10,,Vancsics2019,"Vancsics, B.",NFL: Neighbor-Based Fault Localization Technique,IBF 2019 - 2019 IEEE 1st International Workshop on Intelligent Bug Fixing,,,,17-22,2019,,cited By 1,https://doi.org/10.1109/IBF.2019.8665491,,,,,,,,,,,,,"Fault localization (FL) is a much-researched area, there are a lot of techniques that help programmers to find the location of the error (or bug) as accurately as possible. However, these automatic procedures are either quite costly or, in some cases, inaccurate. There is no general method that would be recognized as the generally accepted method of FL.The aim of our research was to create an automatic FL algorithm that helps the user with good and balanced results in effective error detection. The presented Neighbor-based FL (NFL) is a graph-based algorithm which transposes the coverage matrix into a graph and prioritizes the methods based on their connection to the passed and failed tests. It also uses this information to specify the location of the bug as precisely as possible.We did an empirical evaluation on Defects4J and 6 additional fault localization metrics were used for quantification. Thus, the results obtained were objectively judged and comparisons could be made.The results show that, on average, NFL found the location of bugs most accurately, and the results compared to other metrics proved to be satisfactory. © 2019 IEEE.",,"Graphic methods; Location; Software testing, Automatic procedures; Empirical evaluations; Fault localization; General method; Graph-based algorithms; Program spectra, Program debugging",,,10.1109/IBF.2019.8665491
7,,Vancsics2019a,"Vancsics, B.",Graph-Based Fault Localization,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),11622 LNCS,,,372-387,2019,,cited By 0,https://doi.org/10.1007/978-3-030-24305-0_28,,,,,,,,,,,,,"The subject of fault localization (FL) is a much-researched area, it has large literature. There are plenty of algorithms that try to identify the location of the bugs using different approaches. Debugging has a large resource requirement, therefore the bug’s location’s reflective identifiicaton greatly helps developers and testers to maintain the quality and reliability of the software. Our goal is to implement a graph-based Fl GFL approach that effectively finds the location of the bugs in the source code. In our research we performed an empirical evaluation using the Defects4J and the results were compared with six other algorithms accepted by the literature. The results show that our method finds the errors more effectively than the other presented procedures, thus speeding up the bug fixes. © 2019, Springer Nature Switzerland AG.",,"Graphic methods; Location; Software reliability; Software testing, Bug fixes; Empirical evaluations; Fault localization; Graph-based; Program spectra; Resource requirements; Source codes, Program debugging",,,10.1007/978-3-030-24305-0_28
10,,Wang2019,"Wang, P.; Bai, G. R.; Stolee, K. T.",Exploring Regular Expression Evolution,"SANER 2019 - Proceedings of the 2019 IEEE 26th International Conference on Software Analysis, Evolution, and Reengineering",,,,502-513,2019,,cited By 7,https://doi.org/10.1109/SANER.2019.8667972,,,,,,,,,,,,,"Although there are tools to help developers understand the matching behaviors between a regular expression and a string, regular-expression related faults are still common. Learning developers' behavior through the change history of regular expressions can identify common edit patterns, which can inform the creation of mutation and repair operators to assist with testing and fixing regular expressions. In this work, we explore how regular expressions evolve over time, focusing on the characteristics of regular expression edits, the syntactic and semantic difference of the edits, and the feature changes of edits. Our exploration uses two datasets. First, we look at GitHub projects that have a regular expression in their current version and look back through the commit logs to collect the regular expressions' edit history. Second, we collect regular expressions composed by study participants during problem-solving tasks. Our results show that 1) 95% of the regular expressions from GitHub are not edited, 2) most edited regular expressions have a syntactic distance of 4-6 characters from their predecessors, 3) over 50% of the edits in GitHub tend to expand the scope of regular expression, and 4) the number of features used indicates the regular expression language usage increases over time. This work has implications for supporting regular expression repair and mutation to ensure test suite quality. © 2019 IEEE.",,"Pattern matching; Problem solving; Reengineering; Repair; Semantics; Syntactics, Change history; Empirical studies; evolution; Feature changes; Matching behavior; Regular expressions; Repair operator; Semantic difference, Computer programming languages",,,10.1109/SANER.2019.8667972
7,,Andrade2020,"Andrade, L.; Machado, P.; Andrade, W.",Can operational profile coverage explain post-release bug detection?,Software Testing Verification and Reliability,30,4-5,,,2020,,cited By 0,https://doi.org/10.1002/stvr.1735,,,,,,,,,,,,,"To deliver reliable software, developers may rely on the fault detection capability of test suites. To evaluate this capability, they can apply code coverage metrics before a software release. However, recent research results have shown that these metrics may not provide a solid basis for this evaluation. Moreover, the fixing of a fault has a cost, and not all faults have the same impact regarding software reliability. In this sense, operational testing aims at assessing parts of the system that are more valuable for users. The goal of this work is to investigate whether traditional code coverage and code coverage merged with operational information can be related to post-release bug detection. We focus on the scope of proprietary software under continuous delivery. We performed an exploratory case study where code branch and statement coverage metrics were collected for each version of a proprietary software together with real usage data of the system. We then measured the ability to explain the bug-fixing activity after version release using code coverage levels. We found that traditional statement coverage has a moderate negative correlation with bug-fixing activities, whereas statement coverage merged with the operational profile has a large negative correlation with higher confidence. Developers can consider operational information as an important factor of influence that should be analysed, among other factors, together with code coverage to assess the fault detection capability of a test suite. © 2020 John Wiley & Sons, Ltd.",,"Codes (symbols); Fault detection; Software reliability, Detection capability; Exploratory case studies; Negative correlation; Operational profile; Operational testing; Proprietary software; Recent researches; Statement coverage, Software testing",,,10.1002/stvr.1735
7,,GomezAbajo2020,"Gómez-Abajo, P.; Guerra, E.; de Lara, J.; Merayo, M. G.",Systematic Engineering of Mutation Operators,Journal of Object Technology,19,3,,1-15,2020,,cited By 0,https://doi.org/10.5381/jot.2020.19.3.a5,,,,,,,,,,,,,"In the context of software engineering, mutation consists in injecting small changes in artefacts – like models, programs, or data – for purposes like (mutation) testing, test data generation, and all sorts of search-based methods. These tasks typically require defining sets of mutation operators, which are often built ad-hoc because there is currently poor support for their development and testing. To improve this situation, we propose a methodology and corresponding tool support for the proper engineering of mutation operators. Our proposal is model-based, representing the artefacts to be mutated as models. It includes a domain-specific language to describe the mutation operators, facilities to synthesize models that can be used to test the operators, different metrics to analyse operator coverage, and services to generate operators when the coverage is insufficient. We show automated support atop the WODEL tool, and illustrate its use by defining mutation operators for UML Class Diagrams. © 2020, Journal of Object Technology. All Rights Reserved.",,,,,10.5381/jot.2020.19.3.a5
6,9781450370431,HarelCanada2020,"Harel-Canada, Fabrice; Wang, Lingxiao; Gulzar, Muhammad Ali; Gu, Quanquan; Kim, Miryung",Is Neuron Coverage a Meaningful Measure for Testing Deep Neural Networks?,,,,,851–862,2020,"New York, NY, USA",,https://doi.org/10.1145/3368089.3409754,Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,,ESEC/FSE 2020,,Association for Computing Machinery,,,,,,,"Recent effort to test deep learning systems has produced an intuitive and compelling test criterion called neuron coverage (NC), which resembles the notion of traditional code coverage. NC measures the proportion of neurons activated in a neural network and it is implicitly assumed that increasing NC improves the quality of a test suite. In an attempt to automatically generate a test suite that increases NC, we design a novel diversity promoting regularizer that can be plugged into existing adversarial attack algorithms. We then assess whether such attempts to increase NC could generate a test suite that (1) detects adversarial attacks successfully, (2) produces natural inputs, and (3) is unbiased to particular class predictions. Contrary to expectation, our extensive evaluation finds that increasing NC actually makes it harder to generate an effective test suite: higher neuron coverage leads to fewer defects detected, less natural inputs, and more biased prediction preferences. Our results invoke skepticism that increasing neuron coverage may not be a meaningful objective for generating tests for deep neural networks and call for a new test generation technique that considers defect detection, naturalness, and output impartiality in tandem.",,"Neuron Coverage, Software Engineering, Machine Learning, Adversarial Attack, Testing",,,10.1145/3368089.3409754
10,,Krotkov2020,"Krotkov, V.; Danilenko, A.",Experience of creating a library for testing c# and c++ console applications,CEUR Workshop Proceedings,2667,,,280-283,2020,,cited By 0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092240595&partnerID=40&md5=23ff88b8a725b238efa9cbb3acf404fb,,,,,,,,,,,,,"The present work provides a description of functionality of library aimed at simplifying creation of console applications in and C++ languages by granting opportunities to use built-in adjusted menu of any level of enclosure, special means for control over variables of the program and tracking of a condition of program entities. The library contains functions for manual and automatic testing and the multilevel analysis of console application's performance. The library also includes auxiliary functionality of random or sample generation of user-defined or standardtyped test data and gives opportunities for exact identification of mistakes made by programmer during development. The library is powered with modern technologies of object-oriented programming and developed according to the advanced architectural and algorithmic concepts. Copyright © 2020 for this paper by its authors.",,"Application programs; Automatic testing; C++ (programming language); Data Science; Nanotechnology, C++ language; Modern technologies; Multi-level analysis; Sample generations; Test data, Object oriented programming",,,
7,,Magalhaes2020,"Magalhães, C.; Andrade, J.; Perrusi, L.; Mota, A.; Barros, F.; Maia, E.",HSP: A hybrid selection and prioritisation of regression test cases based on information retrieval and code coverage applied on an industrial case study,Journal of Systems and Software,159,,,,2020,,cited By 0,https://doi.org/10.1016/j.jss.2019.110430,,,,,,,,,,,,,"The usual way to guarantee quality of software products is via testing. This paper presents a novel strategy for selection and prioritisation of Test Cases (TC) for Regression testing. In the lack of code artifacts from where to derive Test Plans, this work uses information conveyed by textual documents maintained by Industry, such as Change Requests. The proposed process is based on Information Retrieval techniques combined with indirect code coverage measures to select and prioritise TCs. The aim is to provide a high coverage Test Plan which would maximise the number of bugs found. This process was implemented as a prototype tool which was used in a case study with our industrial partner (Motorola Mobility). Experiments results revealed that the combined strategy provides better results than the use of information retrieval and code coverage independently. Yet, it is worth mentioning that any of these automated options performed better than the previous manual process deployed by our industrial partner to create test plans. © 2019",,"Codes (symbols); Information retrieval; Information use; Regression analysis; Static analysis; Testing, Code coverage; Industrial case study; Industrial partners; Novel strategies; Quality of softwares; Regression testing; Selection and prioritisation; Textual documents, Software testing",,,10.1016/j.jss.2019.110430
6,9781450387538,Souza2020,"Souza, Beatriz; Machado, Patr\'{\i}cia",A Large Scale Study On the Effectiveness of Manual and Automatic Unit Test Generation,,,,,253–262,2020,"New York, NY, USA",,https://doi.org/10.1145/3422392.3422407,Proceedings of the 34th Brazilian Symposium on Software Engineering,,,SBES '20,,Association for Computing Machinery,,,,,,,"Recently, an increasingly large amount of effort has been devoted to implementing tools to generate unit test suites automatically. Previous studies have investigated the effectiveness of these tools by comparing automatically generated test suites (ATSs) to manually written test suites (MTSs). Most of these studies report that ATSs can achieve higher code coverage, or even mutation coverage, than MTSs, particularly when suites are generated from defective code. However, these studies usually consider a limited amount of classes or subject programs, while the adoption of such tools in the industry is still low. This work aims to compare the effectiveness of ATSs and MTSs when applied as regression test suites. We conduct an empirical study, using ten programs (1368 classes), written in Java, that already have MTSs and apply two sophisticated tools that automatically generate test cases: Randoop and EvoSuite. To evaluate the test suites' effectiveness, we use line and mutation coverage. Our results indicate that MTSs are, in general, more effective than ATSs regarding the investigated metrics. Moreover, the number of generated test cases may not indicate test suites' effectiveness. Furthermore, there are situations when ATSs are more effective, and even when ATSs and MTSs can be complementary.",,"mutation testing, automatic test generation, empirical studies",,,10.1145/3422392.3422407
10,,Virginio2020,"Virginio, T.; Martins, L.; Rocha, L.; Santana, R.; Cruz, A.; Costa, H.; Machado, I.",JNose: Java Test Smell Detector,ACM International Conference Proceeding Series,,,,564-569,2020,,cited By 0,https://dl.acm.org/doi/10.1145/3422392.3422499,,,,,,,,,,,,,"Several strategies have been proposed for test quality measurement and analysis. Code coverage is likely the most widely used one. It enables to verify the ability of a test case to cover as many source code branches as possible. Although code coverage has been widely used, novel strategies have been recently employed. It is the case of test smells analysis, which has been introduced as an affordable strategy to evaluate the quality of test code. Test smells are poor design choices in implementation, and their occurrence in test code might reduce the quality of test suites. Test smells identification is clearly dependent on tool support, otherwise it could become a cost-ineffective strategy. However, as far as we know, there is no tool that combines code coverage and test smells to address test quality measurement. In this work, we present the JNose Test, a tool aimed to analyze test suite quality in the perspective of test smells. JNose Test detects code coverage and software evolution metrics and a set of test smells throughout software versions. © 2020 ACM.",,"Java programming language; Odors; Quality control, Code coverage; Novel strategies; Software Evolution; Software versions; Source codes; Test case; Test quality; Tool support, Software testing",,,10.1145/3422392.3422499
6,9781450370431,Wang2020,"Wang, Zan; Yan, Ming; Chen, Junjie; Liu, Shuang; Zhang, Dongdi",Deep Learning Library Testing via Effective Model Generation,,,,,788–799,2020,"New York, NY, USA",,https://doi.org/10.1145/3368089.3409761,Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,,ESEC/FSE 2020,,Association for Computing Machinery,,,,,,,"Deep learning (DL) techniques are rapidly developed and have been widely adopted in practice. However, similar to traditional software systems, DL systems also contain bugs, which could cause serious impacts especially in safety-critical domains. Recently, many research approaches have focused on testing DL models, while little attention has been paid for testing DL libraries, which is the basis of building DL models and directly affects the behavior of DL systems. In this work, we propose a novel approach, LEMON, to testing DL libraries. In particular, we (1) design a series of mutation rules for DL models, with the purpose of exploring different invoking sequences of library code and hard-to-trigger behaviors; and (2) propose a heuristic strategy to guide the model generation process towards the direction of amplifying the inconsistent degrees of the inconsistencies between different DL libraries caused by bugs, so as to mitigate the impact of potential noise introduced by uncertain factors in DL libraries. We conducted an empirical study to evaluate the effectiveness of LEMON with 20 release versions of 4 widely-used DL libraries, i.e., TensorFlow, Theano, CNTK, MXNet. The results demonstrate that LEMON detected 24 new bugs in the latest release versions of these libraries, where 7 bugs have been confirmed and one bug has been fixed by developers. Besides, the results confirm that the heuristic strategy for model generation indeed effectively guides LEMON in amplifying the inconsistent degrees for bugs.",,"Library Testing, Deep Learning Testing, Search-based Software Testing, Mutation, Model Generation",,,10.1145/3368089.3409761
